Date,Close
,AAPL
2022-10-14,136.38414001464844
2022-10-17,140.35604858398438
2022-10-18,141.67674255371094
2022-10-19,141.78514099121094
2022-10-20,141.32191467285156
2022-10-21,145.14596557617188
2022-10-24,147.29449462890625
2022-10-25,150.14280700683594
2022-10-26,147.19593811035156
2022-10-27,142.7115936279297
2022-10-28,153.4938201904297
2022-10-31,151.12840270996094
2022-11-01,148.47718811035156
2022-11-02,142.938232421875
2022-11-03,136.87698364257812
2022-11-04,136.6103973388672
2022-11-07,137.14349365234375
2022-11-08,137.716064453125
2022-11-09,133.14529418945312
2022-11-10,144.99183654785156
2022-11-11,147.78567504882812
2022-11-14,146.38380432128906
2022-11-15,148.1212921142578
2022-11-16,146.88726806640625
2022-11-17,148.79261779785156
2022-11-18,149.3553009033203
2022-11-21,146.1172332763672
2022-11-22,148.25950622558594
2022-11-23,149.13815307617188
2022-11-25,146.21595764160156
2022-11-28,142.375732421875
2022-11-29,139.36471557617188
2022-11-30,146.13697814941406
2022-12-01,146.41342163085938
2022-12-02,145.91981506347656
2022-12-05,144.7549285888672
2022-12-06,141.08250427246094
2022-12-07,139.13768005371094
2022-12-08,140.82577514648438
2022-12-09,140.34207153320312
2022-12-12,142.6422882080078
2022-12-13,143.60975646972656
2022-12-14,141.37864685058594
2022-12-15,134.75442504882812
2022-12-16,132.78990173339844
2022-12-19,130.67726135253906
2022-12-20,130.60816955566406
2022-12-21,133.71786499023438
2022-12-22,130.5390625
2022-12-23,130.17379760742188
2022-12-27,128.36717224121094
2022-12-28,124.42821502685547
2022-12-29,127.95255279541016
2022-12-30,128.26846313476562
2023-01-03,123.47061157226562
2023-01-04,124.7441177368164
2023-01-05,123.42124938964844
2023-01-06,127.9624252319336
2023-01-09,128.48562622070312
2023-01-10,129.0582275390625
2023-01-11,131.78294372558594
2023-01-12,131.70396423339844
2023-01-13,133.0366973876953
2023-01-17,134.2016143798828
2023-01-18,133.48095703125
2023-01-19,133.54017639160156
2023-01-20,136.10693359375
2023-01-23,139.30548095703125
2023-01-24,140.7073211669922
2023-01-25,140.0458984375
2023-01-26,142.1190643310547
2023-01-27,144.0638427734375
2023-01-30,141.1713104248047
2023-01-31,142.44482421875
2023-02-01,143.57025146484375
2023-02-02,148.89132690429688
2023-02-03,152.52427673339844
2023-02-06,149.78968811035156
2023-02-07,152.6723175048828
2023-02-08,149.97723388671875
2023-02-09,148.940673828125
2023-02-10,149.30653381347656
2023-02-13,152.114501953125
2023-02-14,151.4718017578125
2023-02-15,153.5778045654297
2023-02-16,151.97607421875
2023-02-17,150.8291473388672
2023-02-21,146.80506896972656
2023-02-22,147.2301788330078
2023-02-23,147.7146759033203
2023-02-24,145.0550079345703
2023-02-27,146.2513885498047
2023-02-28,145.74713134765625
2023-03-01,143.67079162597656
2023-03-02,144.26405334472656
2023-03-03,149.32626342773438
2023-03-06,152.0947265625
2023-03-07,149.88987731933594
2023-03-08,151.14553833007812
2023-03-09,148.89125061035156
2023-03-10,146.8248291015625
2023-03-13,148.7726287841797
2023-03-14,150.8686981201172
2023-03-15,151.26417541503906
2023-03-16,154.09193420410156
2023-03-17,153.25149536132812
2023-03-20,155.6244354248047
2023-03-21,157.4832305908203
2023-03-22,156.04957580566406
2023-03-23,157.1371612548828
2023-03-24,158.4423065185547
2023-03-27,156.49449157714844
2023-03-28,155.87159729003906
2023-03-29,158.9564208984375
2023-03-30,160.52847290039062
2023-03-31,163.03981018066406
2023-04-03,164.2954864501953
2023-04-04,163.7615966796875
2023-04-05,161.91270446777344
2023-04-06,162.80255126953125
2023-04-10,160.2021942138672
2023-04-11,158.986083984375
2023-04-12,158.2939910888672
2023-04-13,163.69236755371094
2023-04-14,163.34632873535156
2023-04-17,163.3660888671875
2023-04-18,164.5921173095703
2023-04-19,165.73904418945312
2023-04-20,164.77008056640625
2023-04-21,163.1584930419922
2023-04-24,163.46499633789062
2023-04-25,161.92259216308594
2023-04-26,161.91270446777344
2023-04-27,166.5102081298828
2023-04-28,167.76593017578125
2023-05-01,167.6769256591797
2023-05-02,166.63876342773438
2023-05-03,165.56106567382812
2023-05-04,163.91981506347656
2023-05-05,171.61199951171875
2023-05-08,171.5428009033203
2023-05-09,169.83233642578125
2023-05-10,171.6021270751953
2023-05-11,171.7899932861328
2023-05-12,170.85931396484375
2023-05-15,170.36428833007812
2023-05-16,170.36428833007812
2023-05-17,170.97813415527344
2023-05-18,173.3147430419922
2023-05-19,173.4236297607422
2023-05-22,172.47312927246094
2023-05-23,169.85931396484375
2023-05-24,170.13653564453125
2023-05-25,171.275146484375
2023-05-26,173.69093322753906
2023-05-30,175.5424041748047
2023-05-31,175.492919921875
2023-06-01,178.3047637939453
2023-06-02,179.15623474121094
2023-06-05,177.79981994628906
2023-06-06,177.43350219726562
2023-06-07,176.05726623535156
2023-06-08,178.78001403808594
2023-06-09,179.16615295410156
2023-06-12,181.96807861328125
2023-06-13,181.4928436279297
2023-06-14,182.12649536132812
2023-06-15,184.16607666015625
2023-06-16,183.08688354492188
2023-06-20,183.1759796142578
2023-06-21,182.1363983154297
2023-06-22,185.14625549316406
2023-06-23,184.8294219970703
2023-06-26,183.4334259033203
2023-06-27,186.1957550048828
2023-06-28,187.37396240234375
2023-06-29,187.71058654785156
2023-06-30,192.04718017578125
2023-07-03,190.55215454101562
2023-07-05,189.43333435058594
2023-07-06,189.90858459472656
2023-07-07,188.78977966308594
2023-07-10,186.74032592773438
2023-07-11,186.21556091308594
2023-07-12,187.88880920410156
2023-07-13,188.6511688232422
2023-07-14,188.7996826171875
2023-07-17,192.06695556640625
2023-07-18,191.80953979492188
2023-07-19,193.1659698486328
2023-07-20,191.2154998779297
2023-07-21,190.0373077392578
2023-07-24,190.8392791748047
2023-07-25,191.7006378173828
2023-07-26,192.57191467285156
2023-07-27,191.30459594726562
2023-07-28,193.8887481689453
2023-07-31,194.50259399414062
2023-08-01,193.6708984375
2023-08-02,190.67095947265625
2023-08-03,189.2749481201172
2023-08-04,180.18594360351562
2023-08-07,177.07705688476562
2023-08-08,178.0176239013672
2023-08-09,176.42359924316406
2023-08-10,176.20578002929688
2023-08-11,176.26527404785156
2023-08-14,177.92095947265625
2023-08-15,175.92819213867188
2023-08-16,175.0557403564453
2023-08-17,172.5077667236328
2023-08-18,172.9935760498047
2023-08-21,174.33197021484375
2023-08-22,175.71006774902344
2023-08-23,179.56671142578125
2023-08-24,174.8673553466797
2023-08-25,177.0782470703125
2023-08-28,178.6446990966797
2023-08-29,182.5409698486328
2023-08-30,186.0406951904297
2023-08-31,186.25881958007812
2023-09-01,187.83522033691406
2023-09-05,188.0731201171875
2023-09-06,181.34136962890625
2023-09-07,176.0372314453125
2023-09-08,176.65191650390625
2023-09-11,177.82179260253906
2023-09-12,174.7880401611328
2023-09-13,172.71597290039062
2023-09-14,174.23284912109375
2023-09-15,173.5091094970703
2023-09-18,176.44374084472656
2023-09-19,177.53428649902344
2023-09-20,173.98500061035156
2023-09-21,172.43836975097656
2023-09-22,173.29098510742188
2023-09-25,174.56993103027344
2023-09-26,170.4852752685547
2023-09-27,168.96836853027344
2023-09-28,169.22616577148438
2023-09-29,169.74169921875
2023-10-02,172.25991821289062
2023-10-03,170.92147827148438
2023-10-04,172.17066955566406
2023-10-05,173.4099884033203
2023-10-06,175.9678497314453
2023-10-09,177.45498657226562
2023-10-10,176.86012268066406
2023-10-11,178.25802612304688
2023-10-12,179.16021728515625
2023-10-13,177.3162078857422
2023-10-16,177.18728637695312
2023-10-17,175.63075256347656
2023-10-18,174.33197021484375
2023-10-19,173.9552459716797
2023-10-20,171.3973846435547
2023-10-23,171.51634216308594
2023-10-24,171.9525909423828
2023-10-25,169.63265991210938
2023-10-26,165.45875549316406
2023-10-27,166.77734375
2023-10-30,168.82958984375
2023-10-31,169.30548095703125
2023-11-01,172.47804260253906
2023-11-02,176.0471649169922
2023-11-03,175.13504028320312
2023-11-06,177.6929168701172
2023-11-07,180.26072692871094
2023-11-08,181.32150268554688
2023-11-09,180.84567260742188
2023-11-10,185.04489135742188
2023-11-13,183.45651245117188
2023-11-14,186.07733154296875
2023-11-15,186.6431884765625
2023-11-16,188.33084106445312
2023-11-17,188.31097412109375
2023-11-20,190.05816650390625
2023-11-21,189.25405883789062
2023-11-22,189.919189453125
2023-11-24,188.5889434814453
2023-11-27,188.4102325439453
2023-11-28,189.0157928466797
2023-11-29,187.99330139160156
2023-11-30,188.56907653808594
2023-12-01,189.84970092773438
2023-12-04,188.0528564453125
2023-12-05,192.01385498046875
2023-12-06,190.921875
2023-12-07,192.857666015625
2023-12-08,194.28720092773438
2023-12-11,191.77560424804688
2023-12-12,193.29449462890625
2023-12-13,196.52084350585938
2023-12-14,196.66976928710938
2023-12-15,196.13368225097656
2023-12-18,194.4658966064453
2023-12-19,195.50827026367188
2023-12-20,193.4136199951172
2023-12-21,193.26467895507812
2023-12-22,192.1925506591797
2023-12-26,191.6465606689453
2023-12-27,191.74581909179688
2023-12-28,192.1726837158203
2023-12-29,191.1303253173828
2024-01-02,184.29042053222656
2024-01-03,182.91050720214844
2024-01-04,180.5875244140625
2024-01-05,179.8628387451172
2024-01-08,184.21099853515625
2024-01-09,183.79405212402344
2024-01-10,184.83644104003906
2024-01-11,184.24078369140625
2024-01-12,184.56838989257812
2024-01-16,182.29502868652344
2024-01-17,181.3519287109375
2024-01-18,187.2586669921875
2024-01-19,190.1673583984375
2024-01-22,192.48043823242188
2024-01-23,193.7610626220703
2024-01-24,193.08599853515625
2024-01-25,192.7584228515625
2024-01-26,191.0211181640625
2024-01-29,190.33612060546875
2024-01-30,186.6729736328125
2024-01-31,183.05943298339844
2024-02-01,185.50155639648438
2024-02-02,184.4989013671875
2024-02-05,186.31558227539062
2024-02-06,187.92379760742188
2024-02-07,188.0330047607422
2024-02-08,186.95094299316406
2024-02-09,187.71630859375
2024-02-12,186.02650451660156
2024-02-13,183.92918395996094
2024-02-14,183.04452514648438
2024-02-15,182.75628662109375
2024-02-16,181.21556091308594
2024-02-20,180.47007751464844
2024-02-21,181.2255096435547
2024-02-22,183.26319885253906
2024-02-23,181.42431640625
2024-02-26,180.0724639892578
2024-02-27,181.53366088867188
2024-02-28,180.33091735839844
2024-02-29,179.66493225097656
2024-03-01,178.5814971923828
2024-03-04,174.0488739013672
2024-03-05,169.09877014160156
2024-03-06,168.104736328125
2024-03-07,167.98545837402344
2024-03-08,169.70506286621094
2024-03-11,171.7129669189453
2024-03-12,172.19007873535156
2024-03-13,170.10269165039062
2024-03-14,171.96145629882812
2024-03-15,171.583740234375
2024-03-18,172.67715454101562
2024-03-19,175.02296447753906
2024-03-20,177.59742736816406
2024-03-21,170.34124755859375
2024-03-22,171.24578857421875
2024-03-25,169.82437133789062
2024-03-26,168.6912384033203
2024-03-27,172.26959228515625
2024-03-28,170.45057678222656
2024-04-01,169.00929260253906
2024-04-02,167.826416015625
2024-04-03,168.63156127929688
2024-04-04,167.8065643310547
2024-04-05,168.56198120117188
2024-04-08,167.4387664794922
2024-04-09,168.6514434814453
2024-04-10,166.77279663085938
2024-04-11,173.9892120361328
2024-04-12,175.4901580810547
2024-04-15,171.6533203125
2024-04-16,168.3632049560547
2024-04-17,166.99147033691406
2024-04-18,166.0372314453125
2024-04-19,164.0094757080078
2024-04-22,164.84442138671875
2024-04-23,165.89805603027344
2024-04-24,168.00535583496094
2024-04-25,168.87013244628906
2024-04-26,168.28367614746094
2024-04-29,172.45843505859375
2024-04-30,169.3074951171875
2024-05-01,168.28367614746094
2024-05-02,171.99127197265625
2024-05-03,182.27914428710938
2024-05-06,180.6191864013672
2024-05-07,181.30499267578125
2024-05-08,181.6429901123047
2024-05-09,183.46202087402344
2024-05-10,182.1979217529297
2024-05-13,185.4128875732422
2024-05-14,186.55752563476562
2024-05-15,188.83685302734375
2024-05-16,188.95631408691406
2024-05-17,188.98619079589844
2024-05-20,190.1507110595703
2024-05-21,191.4546356201172
2024-05-22,190.01138305664062
2024-05-23,186.01010131835938
2024-05-24,189.0956573486328
2024-05-28,189.10562133789062
2024-05-29,189.40420532226562
2024-05-30,190.39956665039062
2024-05-31,191.3551025390625
2024-06-03,193.12680053710938
2024-06-04,193.44532775878906
2024-06-05,194.95823669433594
2024-06-06,193.57470703125
2024-06-07,195.97349548339844
2024-06-10,192.2210235595703
2024-06-11,206.1857147216797
2024-06-12,212.0782012939453
2024-06-13,213.2427520751953
2024-06-14,211.50086975097656
2024-06-17,215.6614227294922
2024-06-18,213.29248046875
2024-06-20,208.70394897460938
2024-06-21,206.524169921875
2024-06-24,207.17111206054688
2024-06-25,208.0968017578125
2024-06-26,212.25733947753906
2024-06-27,213.10340881347656
2024-06-28,209.6395721435547
2024-07-01,215.7410430908203
2024-07-02,219.24465942382812
2024-07-03,220.51870727539062
2024-07-05,225.28639221191406
2024-07-08,226.759521484375
2024-07-09,227.61549377441406
2024-07-10,231.89549255371094
2024-07-11,226.51068115234375
2024-07-12,229.46685791015625
2024-07-15,233.3088836669922
2024-07-16,233.72694396972656
2024-07-17,227.81459045410156
2024-07-18,223.13644409179688
2024-07-19,223.26585388183594
2024-07-22,222.91749572753906
2024-07-23,223.96258544921875
2024-07-24,217.52268981933594
2024-07-25,216.47760009765625
2024-07-26,216.94541931152344
2024-07-29,217.22412109375
2024-07-30,217.78150939941406
2024-07-31,221.04623413085938
2024-08-01,217.3435516357422
2024-08-02,218.83656311035156
2024-08-05,208.29586791992188
2024-08-06,206.26536560058594
2024-08-07,208.8433074951172
2024-08-08,212.31704711914062
2024-08-09,215.23342895507812
2024-08-12,216.7680206298828
2024-08-13,220.4949493408203
2024-08-14,220.94334411621094
2024-08-15,223.93284606933594
2024-08-16,225.25819396972656
2024-08-19,225.0987548828125
2024-08-20,225.71656799316406
2024-08-21,225.60696411132812
2024-08-22,223.74349975585938
2024-08-23,226.04542541503906
2024-08-26,226.38421630859375
2024-08-27,227.2312469482422
2024-08-28,225.6966552734375
2024-08-29,228.98509216308594
2024-08-30,228.19784545898438
2024-09-03,221.98968505859375
2024-09-04,220.076416015625
2024-09-05,221.60105895996094
2024-09-06,220.0465087890625
2024-09-09,220.13621520996094
2024-09-10,219.3389892578125
2024-09-11,221.88006591796875
2024-09-12,221.98968505859375
2024-09-13,221.72061157226562
2024-09-16,215.56227111816406
2024-09-17,216.03062438964844
2024-09-18,219.9169464111328
2024-09-19,228.0683135986328
2024-09-20,227.40066528320312
2024-09-23,225.6767120361328
2024-09-24,226.5735626220703
2024-09-25,225.57705688476562
2024-09-26,226.72305297851562
2024-09-27,226.99208068847656
2024-09-30,232.183837890625
2024-10-01,225.41763305664062
2024-10-02,225.98562622070312
2024-10-03,224.8795166015625
2024-10-04,226.0055694580078
2024-10-07,220.91348266601562
2024-10-08,224.9791717529297
2024-10-09,228.73597717285156
2024-10-10,228.23770141601562
2024-10-11,226.75294494628906
2024-10-14,230.48980712890625
2024-10-15,233.03086853027344
2024-10-16,230.96812438964844
2024-10-17,231.33682250976562
2024-10-18,234.17684936523438
2024-10-21,235.6516571044922
2024-10-22,235.03382873535156
2024-10-23,229.95169067382812
2024-10-24,229.76235961914062
2024-10-25,230.5994110107422
2024-10-28,232.5824432373047
2024-10-29,232.85150146484375
2024-10-30,229.29400634765625
2024-10-31,225.11868286132812
2024-11-01,222.1291961669922
2024-11-04,221.23233032226562
2024-11-05,222.66729736328125
2024-11-06,221.93984985351562
2024-11-07,226.6831817626953
2024-11-08,226.41383361816406
2024-11-11,223.69039916992188
2024-11-12,223.69039916992188
2024-11-13,224.57826232910156
2024-11-14,227.67080688476562
2024-11-15,224.4585418701172
2024-11-18,227.47128295898438
2024-11-19,227.73065185546875
2024-11-20,228.44891357421875
2024-11-21,227.97007751464844
2024-11-22,229.3168182373047
2024-11-25,232.30960083007812
2024-11-26,234.49432373046875
2024-11-27,234.36465454101562
2024-11-29,236.75888061523438
2024-12-02,239.013427734375
2024-12-03,242.06607055664062
2024-12-04,242.42520141601562
2024-12-05,242.4551239013672
2024-12-06,242.25559997558594
2024-12-09,246.1562042236328
2024-12-10,247.1737518310547
2024-12-11,245.89682006835938
2024-12-12,247.36329650878906
2024-12-13,247.5328826904297
2024-12-16,250.4358673095703
2024-12-17,252.8699951171875
2024-12-18,247.4530792236328
2024-12-19,249.1888885498047
2024-12-20,253.87759399414062
2024-12-23,254.6557159423828
2024-12-24,257.57867431640625
2024-12-26,258.39666748046875
2024-12-27,254.9749298095703
2024-12-30,251.5930938720703
2024-12-31,249.8173828125
2025-01-02,243.26319885253906
2025-01-03,242.7743682861328
2025-01-06,244.41041564941406
2025-01-07,241.62713623046875
2025-01-08,242.11593627929688
2025-01-10,236.280029296875
2025-01-13,233.83592224121094
2025-01-14,232.71861267089844
2025-01-15,237.2975616455078
2025-01-16,227.710693359375
2025-01-17,229.4265594482422
2025-01-21,222.10421752929688
2025-01-22,223.29135131835938
2025-01-23,223.1217803955078
2025-01-24,222.24388122558594
2025-01-27,229.3068389892578
2025-01-28,237.68663024902344
2025-01-29,238.78399658203125
2025-01-30,237.0182342529297
2025-01-31,235.4320831298828
2025-02-03,227.4613037109375
2025-02-04,232.23977661132812
2025-02-05,231.9105682373047
2025-02-06,232.6587677001953
2025-02-07,227.08221435546875
2025-02-10,227.3518524169922
2025-02-11,232.3153533935547
2025-02-12,236.55978393554688
2025-02-13,241.21368408203125
2025-02-14,244.2796630859375
2025-02-18,244.14984130859375
2025-02-19,244.54930114746094
2025-02-20,245.508056640625
2025-02-21,245.22842407226562
2025-02-24,246.77639770507812
2025-02-25,246.71646118164062
2025-02-26,240.0452117919922
2025-02-27,236.98922729492188
2025-02-28,241.5232696533203
2025-03-03,237.71826171875
